division_id,division_label,source_division_id,source_division_label,season_code,season_year,season_term,game_id,game_url,table_index,team_name,team_lineage_id,team_season_id,pts,reb,ast,stl,blk,fgm,fga,fg%,3pm,3pa,3p%,ftm,fta,ft%,tov,pf
d2_sundays,D2 Sundays,d3_tuesdays,D3 Tuesdays,2024Su,2024,SU,joyful-occasions-vs-big-song-lil-wong,https://tdlbasketball.com/event/joyful-occasions-vs-big-song-lil-wong/,1,Joyful Occasions,d2_sundays:joyful-occasions,d2_sundays:joyful-occasions:2024Su,95,47,29,8,0,37,79,0.468,18,43,0.419,3,3,1.0,8,11
d2_sundays,D2 Sundays,d3_tuesdays,D3 Tuesdays,2024Su,2024,SU,joyful-occasions-vs-big-song-lil-wong,https://tdlbasketball.com/event/joyful-occasions-vs-big-song-lil-wong/,2,Big Song Lil Wong,d2_sundays:big-song-lil-wong,d2_sundays:big-song-lil-wong:2024Su,43,25,12,3,0,18,46,0.391,6,27,0.222,1,3,0.333,12,2
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2023Su,2023,SU,jp-junior-varsity-vs-east-coast-buckets-2,https://tdlbasketball.com/event/jp-junior-varsity-vs-east-coast-buckets-2/,1,JP Junior Varsity,d3_tuesdays:jp-junior-varsity,d3_tuesdays:jp-junior-varsity:2023Su,58,45,16,3,5,20,53,0.377,10,23,0.435,8,11,0.727,9,10
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2023Su,2023,SU,jp-junior-varsity-vs-east-coast-buckets-2,https://tdlbasketball.com/event/jp-junior-varsity-vs-east-coast-buckets-2/,2,Midwest Buckets,d3_tuesdays:midwest-buckets,d3_tuesdays:midwest-buckets:2023Su,49,41,10,5,2,19,66,0.288,6,24,0.25,5,11,0.455,5,13
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2022SuP,2022,SUP,2-wolverines-4-0-vs-7-team-sky,https://tdlbasketball.com/event/2-wolverines-4-0-vs-7-team-sky/,1,Wolverines 4.0,d3_tuesdays:wolverines-4-0,d3_tuesdays:wolverines-4-0:2022SuP,57,40,12,7,4,21,63,0.333,4,24,0.167,11,20,0.55,8,8
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2022SuP,2022,SUP,2-wolverines-4-0-vs-7-team-sky,https://tdlbasketball.com/event/2-wolverines-4-0-vs-7-team-sky/,2,Team Sky,d3_tuesdays:team-sky,d3_tuesdays:team-sky:2022SuP,69,32,15,5,4,27,57,0.474,8,19,0.421,7,11,0.636,12,16
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2020W,2020,W,30-for-30-vs-angry-potatoes-2,https://tdlbasketball.com/event/30-for-30-vs-angry-potatoes-2/,1,30-for-30,d3_tuesdays:30-for-30,d3_tuesdays:30-for-30:2020W,61,39,19,5,1,25,57,0.439,3,17,0.176,8,14,0.571,13,19
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2020W,2020,W,30-for-30-vs-angry-potatoes-2,https://tdlbasketball.com/event/30-for-30-vs-angry-potatoes-2/,2,Angry Potatoes,d3_tuesdays:angry-potatoes,d3_tuesdays:angry-potatoes:2020W,52,29,6,9,1,17,51,0.333,4,20,0.2,14,20,0.7,12,11
d2_thursdays,D2 Thursdays,d3_tuesdays,D3 Tuesdays,2022SuP,2022,SUP,6-all-ohio-11-yolo,https://tdlbasketball.com/event/6-all-ohio-11-yolo/,1,All-Ohio,d2_thursdays:all-ohio,d2_thursdays:all-ohio:2022SuP,51,38,15,7,3,20,57,0.351,4,25,0.16,7,11,0.636,23,12
d2_thursdays,D2 Thursdays,d3_tuesdays,D3 Tuesdays,2022SuP,2022,SUP,6-all-ohio-11-yolo,https://tdlbasketball.com/event/6-all-ohio-11-yolo/,2,YOLO,d2_thursdays:yolo,d2_thursdays:yolo:2022SuP,54,28,16,16,1,20,62,0.323,9,30,0.3,5,9,0.556,13,14
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2022SuP,2022,SUP,7-team-sky-vs-10-goon-squad,https://tdlbasketball.com/event/7-team-sky-vs-10-goon-squad/,1,Team Sky,d3_tuesdays:team-sky,d3_tuesdays:team-sky:2022SuP,62,40,19,9,1,27,64,0.422,5,16,0.312,3,9,0.333,13,10
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2022SuP,2022,SUP,7-team-sky-vs-10-goon-squad,https://tdlbasketball.com/event/7-team-sky-vs-10-goon-squad/,2,Goon Squad,d3_tuesdays:goon-squad,d3_tuesdays:goon-squad:2022SuP,49,38,11,10,1,21,66,0.318,7,22,0.318,0,2,0.0,12,7
d2_thursdays,D2 Thursdays,d3_tuesdays,D3 Tuesdays,2022W,2022,W,all-ohio-vs-shawn-kemps-kids,https://tdlbasketball.com/event/all-ohio-vs-shawn-kemps-kids/,1,All-Ohio,d2_thursdays:all-ohio,d2_thursdays:all-ohio:2022W,55,26,12,8,1,21,61,0.344,7,23,0.304,6,7,0.857,10,13
d2_thursdays,D2 Thursdays,d3_tuesdays,D3 Tuesdays,2022W,2022,W,all-ohio-vs-shawn-kemps-kids,https://tdlbasketball.com/event/all-ohio-vs-shawn-kemps-kids/,2,Shawn Kemp’s Kids,d2_thursdays:shawn-kemp-s-kids,d2_thursdays:shawn-kemp-s-kids:2022W,79,37,21,9,2,30,60,0.5,11,24,0.458,8,12,0.667,12,8
d2_thursdays,D2 Thursdays,d3_tuesdays,D3 Tuesdays,2022Su,2022,SU,all-ohio-vs-what-it-do-babyy,https://tdlbasketball.com/event/all-ohio-vs-what-it-do-babyy/,1,All-Ohio,d2_thursdays:all-ohio,d2_thursdays:all-ohio:2022Su,89,45,30,3,4,38,71,0.535,7,19,0.368,6,10,0.6,15,7
d2_thursdays,D2 Thursdays,d3_tuesdays,D3 Tuesdays,2022Su,2022,SU,all-ohio-vs-what-it-do-babyy,https://tdlbasketball.com/event/all-ohio-vs-what-it-do-babyy/,2,What It Do Babyyy,d2_thursdays:what-it-do-babyyy,d2_thursdays:what-it-do-babyyy:2022Su,80,29,20,12,0,28,76,0.368,16,49,0.327,8,12,0.667,8,10
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2020W,2020,W,angry-potatoes-vs-fun-guys,https://tdlbasketball.com/event/angry-potatoes-vs-fun-guys/,1,Angry Potatoes,d3_tuesdays:angry-potatoes,d3_tuesdays:angry-potatoes:2020W,39,25,11,8,1,12,48,0.25,7,24,0.292,8,12,0.667,13,9
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2020W,2020,W,angry-potatoes-vs-fun-guys,https://tdlbasketball.com/event/angry-potatoes-vs-fun-guys/,2,Fun Guys,d3_tuesdays:fun-guys,d3_tuesdays:fun-guys:2020W,61,46,17,9,0,26,65,0.4,5,22,0.227,4,8,0.5,13,10
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2020W,2020,W,angry-potatoes-vs-nyc-gritty-committee,https://tdlbasketball.com/event/angry-potatoes-vs-nyc-gritty-committee/,1,Angry Potatoes,d3_tuesdays:angry-potatoes,d3_tuesdays:angry-potatoes:2020W,74,35,11,8,0,27,58,0.466,9,20,0.45,11,24,0.458,11,11
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2020W,2020,W,angry-potatoes-vs-nyc-gritty-committee,https://tdlbasketball.com/event/angry-potatoes-vs-nyc-gritty-committee/,2,NYC Gritty Committee,d3_tuesdays:nyc-gritty-committee,d3_tuesdays:nyc-gritty-committee:2020W,70,35,16,11,2,25,61,0.41,10,27,0.37,10,14,0.714,11,21
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2020W,2020,W,angry-potatoes-vs-sex-panthers,https://tdlbasketball.com/event/angry-potatoes-vs-sex-panthers/,1,Angry Potatoes,d3_tuesdays:angry-potatoes,d3_tuesdays:angry-potatoes:2020W,67,30,16,8,2,27,64,0.422,7,25,0.28,6,10,0.6,14,18
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2020W,2020,W,angry-potatoes-vs-sex-panthers,https://tdlbasketball.com/event/angry-potatoes-vs-sex-panthers/,2,Sex Panthers,d3_tuesdays:sex-panthers,d3_tuesdays:sex-panthers:2020W,80,29,15,11,1,29,57,0.509,6,19,0.316,16,26,0.615,12,10
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2020W,2020,W,angry-potatoes-vs-spaghetti-ramen,https://tdlbasketball.com/event/angry-potatoes-vs-spaghetti-ramen/,1,Angry Potatoes,d3_tuesdays:angry-potatoes,d3_tuesdays:angry-potatoes:2020W,58,32,12,7,1,25,51,0.49,7,22,0.318,1,3,0.333,23,14
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2020W,2020,W,angry-potatoes-vs-spaghetti-ramen,https://tdlbasketball.com/event/angry-potatoes-vs-spaghetti-ramen/,2,Spaghetti Ramen,d3_tuesdays:spaghetti-ramen,d3_tuesdays:spaghetti-ramen:2020W,71,25,11,3,0,28,61,0.459,6,28,0.214,9,16,0.562,11,6
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2022Su,2022,SU,big-bookie-brand-vs-team-sky,https://tdlbasketball.com/event/big-bookie-brand-vs-team-sky/,1,Big Bookie Brand,d3_tuesdays:big-bookie-brand,d3_tuesdays:big-bookie-brand:2022Su,33,30,7,7,0,12,62,0.194,2,32,0.062,7,14,0.5,7,4
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2022Su,2022,SU,big-bookie-brand-vs-team-sky,https://tdlbasketball.com/event/big-bookie-brand-vs-team-sky/,2,Team Sky,d3_tuesdays:team-sky,d3_tuesdays:team-sky:2022Su,63,43,23,5,3,23,51,0.451,13,26,0.5,4,8,0.5,16,10
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2023W,2023,W,buck-clan-vs-smash-n-bounce,https://tdlbasketball.com/event/buck-clan-vs-smash-n-bounce/,1,Buck$ Clan,d3_tuesdays:buck-clan,d3_tuesdays:buck-clan:2023W,76,35,22,15,4,30,66,0.455,12,32,0.375,4,10,0.4,14,1
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2023W,2023,W,buck-clan-vs-smash-n-bounce,https://tdlbasketball.com/event/buck-clan-vs-smash-n-bounce/,2,Smash N Bounce,d3_tuesdays:smash-n-bounce,d3_tuesdays:smash-n-bounce:2023W,54,27,18,7,0,22,60,0.367,10,22,0.455,0,0,0.0,21,12
d2_thursdays,D2 Thursdays,d3_tuesdays,D3 Tuesdays,2019S,2019,S,falcons-2-0-vs-uniballers,https://tdlbasketball.com/event/falcons-2-0-vs-uniballers/,1,Falcons 2.0,d2_thursdays:falcons-2-0,d2_thursdays:falcons-2-0:2019S,54,32,12,6,4,20,43,0.465,5,19,0.263,9,16,0.562,23,9
d2_thursdays,D2 Thursdays,d3_tuesdays,D3 Tuesdays,2019S,2019,S,falcons-2-0-vs-uniballers,https://tdlbasketball.com/event/falcons-2-0-vs-uniballers/,2,Uniballers,d2_thursdays:uniballers,d2_thursdays:uniballers:2019S,65,23,18,15,3,22,51,0.431,8,20,0.4,13,16,0.812,10,12
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2024W,2024,W,meat-ball-club-vs-smash-n-bounce,https://tdlbasketball.com/event/meat-ball-club-vs-smash-n-bounce/,1,Meat Ball Club,d3_tuesdays:meat-ball-club,d3_tuesdays:meat-ball-club:2024W,60,39,15,10,6,24,59,0.407,8,18,0.444,4,9,0.444,22,12
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2024W,2024,W,meat-ball-club-vs-smash-n-bounce,https://tdlbasketball.com/event/meat-ball-club-vs-smash-n-bounce/,2,Smash N Bounce,d3_tuesdays:smash-n-bounce,d3_tuesdays:smash-n-bounce:2024W,71,38,20,13,0,27,69,0.391,10,27,0.37,7,9,0.778,12,8
d2_thursdays,D2 Thursdays,d3_tuesdays,D3 Tuesdays,2019S,2019,S,nyc-gritty-committee-vs-uniballers,https://tdlbasketball.com/event/nyc-gritty-committee-vs-uniballers/,1,NYC Gritty Committee,d2_thursdays:nyc-gritty-committee,d2_thursdays:nyc-gritty-committee:2019S,62,32,12,6,1,20,47,0.426,10,21,0.476,12,18,0.667,13,11
d2_thursdays,D2 Thursdays,d3_tuesdays,D3 Tuesdays,2019S,2019,S,nyc-gritty-committee-vs-uniballers,https://tdlbasketball.com/event/nyc-gritty-committee-vs-uniballers/,2,Uniballers,d2_thursdays:uniballers,d2_thursdays:uniballers:2019S,56,23,11,12,0,21,55,0.382,9,31,0.29,5,7,0.714,9,19
d2_sundays,D2 Sundays,d3_tuesdays,D3 Tuesdays,2019SP,2019,SP,raining-splappa-d2,https://tdlbasketball.com/event/raining-splappa-d2/,1,NYC Gritty Committee,d2_sundays:nyc-gritty-committee,d2_sundays:nyc-gritty-committee:2019SP,64,31,16,6,0,23,57,0.404,9,30,0.3,7,13,0.538,12,19
d2_sundays,D2 Sundays,d3_tuesdays,D3 Tuesdays,2019SP,2019,SP,raining-splappa-d2,https://tdlbasketball.com/event/raining-splappa-d2/,2,Raining Rosebuds,d2_sundays:raining-rosebuds,d2_sundays:raining-rosebuds:2019SP,70,22,13,9,2,20,44,0.455,10,25,0.4,20,23,0.87,9,12
d2_thursdays,D2 Thursdays,d3_tuesdays,D3 Tuesdays,2022Su,2022,SU,rokstars-vs-all-ohio,https://tdlbasketball.com/event/rokstars-vs-all-ohio/,1,ROKstars,d2_thursdays:rokstars,d2_thursdays:rokstars:2022Su,77,42,24,4,8,28,66,0.424,13,30,0.433,8,9,0.889,8,16
d2_thursdays,D2 Thursdays,d3_tuesdays,D3 Tuesdays,2022Su,2022,SU,rokstars-vs-all-ohio,https://tdlbasketball.com/event/rokstars-vs-all-ohio/,2,All-Ohio,d2_thursdays:all-ohio,d2_thursdays:all-ohio:2022Su,48,23,9,3,1,19,55,0.345,2,14,0.143,8,13,0.615,10,14
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2023W,2023,W,smash-n-bounce-vs-out-of-retirement-2,https://tdlbasketball.com/event/smash-n-bounce-vs-out-of-retirement-2/,1,Smash N Bounce,d3_tuesdays:smash-n-bounce,d3_tuesdays:smash-n-bounce:2023W,63,48,18,10,0,25,73,0.342,10,35,0.286,3,5,0.6,12,12
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2023W,2023,W,smash-n-bounce-vs-out-of-retirement-2,https://tdlbasketball.com/event/smash-n-bounce-vs-out-of-retirement-2/,2,Out of Retirement,d3_tuesdays:out-of-retirement,d3_tuesdays:out-of-retirement:2023W,40,37,8,9,1,14,51,0.275,7,25,0.28,5,17,0.294,9,5
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2024W,2024,W,smash-n-bounce-vs-team-sky-3,https://tdlbasketball.com/event/smash-n-bounce-vs-team-sky-3/,1,Smash N Bounce,d3_tuesdays:smash-n-bounce,d3_tuesdays:smash-n-bounce:2024W,70,48,19,10,1,29,64,0.453,4,20,0.2,8,16,0.5,14,9
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2024W,2024,W,smash-n-bounce-vs-team-sky-3,https://tdlbasketball.com/event/smash-n-bounce-vs-team-sky-3/,2,Team Sky,d3_tuesdays:team-sky,d3_tuesdays:team-sky:2024W,57,36,12,9,2,20,75,0.267,10,35,0.286,7,14,0.5,12,11
d2_thursdays,D2 Thursdays,d3_tuesdays,D3 Tuesdays,2019S,2019,S,the-rock-stars-vs-uniballers,https://tdlbasketball.com/event/the-rock-stars-vs-uniballers/,1,The Rock Stars,d2_thursdays:the-rock-stars,d2_thursdays:the-rock-stars:2019S,50,34,14,4,0,17,44,0.386,8,22,0.364,8,11,0.727,11,3
d2_thursdays,D2 Thursdays,d3_tuesdays,D3 Tuesdays,2019S,2019,S,the-rock-stars-vs-uniballers,https://tdlbasketball.com/event/the-rock-stars-vs-uniballers/,2,Uniballers,d2_thursdays:uniballers,d2_thursdays:uniballers:2019S,78,40,22,9,2,33,70,0.471,10,21,0.476,2,2,1.0,4,9
d2_thursdays,D2 Thursdays,d3_tuesdays,D3 Tuesdays,2019S,2019,S,the-unit-vs-uniballers,https://tdlbasketball.com/event/the-unit-vs-uniballers/,1,Apex,d2_thursdays:apex,d2_thursdays:apex:2019S,47,46,10,2,1,17,49,0.347,6,20,0.3,7,16,0.438,20,5
d2_thursdays,D2 Thursdays,d3_tuesdays,D3 Tuesdays,2019S,2019,S,the-unit-vs-uniballers,https://tdlbasketball.com/event/the-unit-vs-uniballers/,2,Uniballers,d2_thursdays:uniballers,d2_thursdays:uniballers:2019S,42,26,8,11,0,16,61,0.262,8,34,0.235,2,5,0.4,11,12
d2_thursdays,D2 Thursdays,d3_tuesdays,D3 Tuesdays,2019SP,2019,SP,uniballers-vs-uncle-bought-a-cow,https://tdlbasketball.com/event/uniballers-vs-uncle-bought-a-cow/,1,Uniballers,d2_thursdays:uniballers,d2_thursdays:uniballers:2019SP,63,32,10,6,7,24,53,0.453,3,21,0.143,12,16,0.75,11,19
d2_thursdays,D2 Thursdays,d3_tuesdays,D3 Tuesdays,2019SP,2019,SP,uniballers-vs-uncle-bought-a-cow,https://tdlbasketball.com/event/uniballers-vs-uncle-bought-a-cow/,2,Uncle Bought a Cow,d2_thursdays:uncle-bought-a-cow,d2_thursdays:uncle-bought-a-cow:2019SP,59,28,9,5,2,21,57,0.368,5,19,0.263,12,16,0.75,6,18
d3_sundays,D3 Sundays,d3_tuesdays,D3 Tuesdays,2025W,2025,W,no-diet-coke-vs-part-time-goats-2,https://tdlbasketball.com/event/no-diet-coke-vs-part-time-goats-2/,1,No Diet Coke,d3_sundays:no-diet-coke,d3_sundays:no-diet-coke:2025W,58,35,18,6,4,21,61,0.344,11,33,0.333,5,8,0.625,17,17
d3_sundays,D3 Sundays,d3_tuesdays,D3 Tuesdays,2025W,2025,W,no-diet-coke-vs-part-time-goats-2,https://tdlbasketball.com/event/no-diet-coke-vs-part-time-goats-2/,2,Part Time Goats,d3_sundays:part-time-goats,d3_sundays:part-time-goats:2025W,60,40,16,9,6,19,57,0.333,8,29,0.276,14,27,0.519,10,6
d3_sundays,D3 Sundays,d3_tuesdays,D3 Tuesdays,2025Su,2025,SU,ball-is-life-vs-cone-drill-2-0-2,https://tdlbasketball.com/event/ball-is-life-vs-cone-drill-2-0-2/,1,Ball Is Life,d3_sundays:ball-is-life,d3_sundays:ball-is-life:2025Su,50,45,18,7,1,20,57,0.351,3,17,0.176,7,14,0.5,18,15
d3_sundays,D3 Sundays,d3_tuesdays,D3 Tuesdays,2025Su,2025,SU,ball-is-life-vs-cone-drill-2-0-2,https://tdlbasketball.com/event/ball-is-life-vs-cone-drill-2-0-2/,2,Cone Drill 2.0,d3_sundays:cone-drill-2-0,d3_sundays:cone-drill-2-0:2025Su,63,35,21,14,3,24,61,0.393,7,36,0.194,8,16,0.5,8,11
d3_sundays,D3 Sundays,d3_tuesdays,D3 Tuesdays,2025W,2025,W,cone-drill-2-0-vs-ball-is-life,https://tdlbasketball.com/event/cone-drill-2-0-vs-ball-is-life/,1,Cone Drill 2.0,d3_sundays:cone-drill-2-0,d3_sundays:cone-drill-2-0:2025W,100,42,30,11,3,41,85,0.482,16,47,0.34,4,13,0.308,12,4
d3_sundays,D3 Sundays,d3_tuesdays,D3 Tuesdays,2025W,2025,W,cone-drill-2-0-vs-ball-is-life,https://tdlbasketball.com/event/cone-drill-2-0-vs-ball-is-life/,2,Ball Is Life,d3_sundays:ball-is-life,d3_sundays:ball-is-life:2025W,80,43,27,10,1,36,79,0.456,6,22,0.273,2,3,0.667,19,9
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2024Su,2024,SU,jp-junior-varsity-vs-scrub-daddies-2,https://tdlbasketball.com/event/jp-junior-varsity-vs-scrub-daddies-2/,1,JP Junior Varsity,d3_tuesdays:jp-junior-varsity,d3_tuesdays:jp-junior-varsity:2024Su,81,47,18,7,6,31,65,0.477,12,31,0.387,7,14,0.5,14,8
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2024Su,2024,SU,jp-junior-varsity-vs-scrub-daddies-2,https://tdlbasketball.com/event/jp-junior-varsity-vs-scrub-daddies-2/,2,Scrub Daddies,d3_tuesdays:scrub-daddies,d3_tuesdays:scrub-daddies:2024Su,50,33,16,14,2,19,65,0.292,7,32,0.219,5,8,0.625,12,9
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2025Su,2025,SU,dynasty-fas-vs-shiesty-squad,https://tdlbasketball.com/event/dynasty-fas-vs-shiesty-squad/,1,The Bricklayers,d3_tuesdays:the-bricklayers,d3_tuesdays:the-bricklayers:2025Su,57,30,10,6,0,21,69,0.304,7,30,0.233,8,16,0.5,16,11
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2025Su,2025,SU,dynasty-fas-vs-shiesty-squad,https://tdlbasketball.com/event/dynasty-fas-vs-shiesty-squad/,2,Shiesty Squad,d3_tuesdays:shiesty-squad,d3_tuesdays:shiesty-squad:2025Su,105,52,22,12,7,39,78,0.5,16,38,0.421,11,15,0.733,12,10
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2025Su,2025,SU,stuytown-elite-vs-shiesty-squad,https://tdlbasketball.com/event/stuytown-elite-vs-shiesty-squad/,1,Stuytown Elite,d3_tuesdays:stuytown-elite,d3_tuesdays:stuytown-elite:2025Su,77,44,18,11,5,31,86,0.36,10,35,0.286,5,10,0.5,8,6
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2025Su,2025,SU,stuytown-elite-vs-shiesty-squad,https://tdlbasketball.com/event/stuytown-elite-vs-shiesty-squad/,2,Shiesty Squad,d3_tuesdays:shiesty-squad,d3_tuesdays:shiesty-squad:2025Su,87,54,22,8,8,35,75,0.467,13,34,0.382,4,7,0.571,18,10
d3_sundays,D3 Sundays,d3_tuesdays,D3 Tuesdays,2026W,2026,W,ice-in-my-veins-vs-jamies-jammers,https://tdlbasketball.com/event/ice-in-my-veins-vs-jamies-jammers/,1,Ice In My Veins,d3_sundays:ice-in-my-veins,d3_sundays:ice-in-my-veins:2026W,56,31,19,10,5,22,70,0.314,8,24,0.333,4,5,0.8,11,13
d3_sundays,D3 Sundays,d3_tuesdays,D3 Tuesdays,2026W,2026,W,ice-in-my-veins-vs-jamies-jammers,https://tdlbasketball.com/event/ice-in-my-veins-vs-jamies-jammers/,2,Jamie’s Jammers,d3_sundays:jamie-s-jammers,d3_sundays:jamie-s-jammers:2026W,64,56,15,10,4,26,75,0.347,3,26,0.115,9,19,0.474,15,5
d3_sundays,D3 Sundays,d3_tuesdays,D3 Tuesdays,2026W,2026,W,sunday-sauce-vs-jamies-jammers,https://tdlbasketball.com/event/sunday-sauce-vs-jamies-jammers/,1,Sunday Sauce,d3_sundays:sunday-sauce,d3_sundays:sunday-sauce:2026W,55,47,12,4,4,23,69,0.333,2,23,0.087,7,13,0.538,10,9
d3_sundays,D3 Sundays,d3_tuesdays,D3 Tuesdays,2026W,2026,W,sunday-sauce-vs-jamies-jammers,https://tdlbasketball.com/event/sunday-sauce-vs-jamies-jammers/,2,Jamie’s Jammers,d3_sundays:jamie-s-jammers,d3_sundays:jamie-s-jammers:2026W,77,52,19,8,5,30,74,0.405,9,32,0.281,6,11,0.545,11,12
d3_sundays,D3 Sundays,d3_tuesdays,D3 Tuesdays,2024W,2024,W,brotherhood-w-o-banners-vs-part-time-goats,https://tdlbasketball.com/event/brotherhood-w-o-banners-vs-part-time-goats/,1,Brotherhood w/o Banners,d3_sundays:brotherhood-w-o-banners,d3_sundays:brotherhood-w-o-banners:2024W,84,37,14,11,4,28,77,0.364,10,30,0.333,18,25,0.72,7,6
d3_sundays,D3 Sundays,d3_tuesdays,D3 Tuesdays,2024W,2024,W,brotherhood-w-o-banners-vs-part-time-goats,https://tdlbasketball.com/event/brotherhood-w-o-banners-vs-part-time-goats/,2,Part Time Goats,d3_sundays:part-time-goats,d3_sundays:part-time-goats:2024W,72,43,18,5,6,29,70,0.414,7,31,0.226,7,9,0.778,23,17
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2023F,2023,F,meat-ball-club-vs-midwest-buckets,https://tdlbasketball.com/event/meat-ball-club-vs-midwest-buckets/,1,Meat Ball Club,d3_tuesdays:meat-ball-club,d3_tuesdays:meat-ball-club:2023F,46,48,11,5,5,17,60,0.283,3,20,0.15,9,15,0.6,20,13
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2023F,2023,F,meat-ball-club-vs-midwest-buckets,https://tdlbasketball.com/event/meat-ball-club-vs-midwest-buckets/,2,Midwest Buckets,d3_tuesdays:midwest-buckets,d3_tuesdays:midwest-buckets:2023F,53,30,9,12,2,19,57,0.333,2,15,0.133,13,20,0.65,10,13
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2024W,2024,W,meat-ball-club-vs-team-sky,https://tdlbasketball.com/event/meat-ball-club-vs-team-sky/,1,Meat Ball Club,d3_tuesdays:meat-ball-club,d3_tuesdays:meat-ball-club:2024W,65,46,25,10,1,29,78,0.372,6,19,0.316,1,6,0.167,14,11
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2024W,2024,W,meat-ball-club-vs-team-sky,https://tdlbasketball.com/event/meat-ball-club-vs-team-sky/,2,Team Sky,d3_tuesdays:team-sky,d3_tuesdays:team-sky:2024W,81,23,27,9,2,32,59,0.542,12,24,0.5,5,10,0.5,12,9
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2024W,2024,W,meat-ball-club-vs-what-it-do-babyyy,https://tdlbasketball.com/event/meat-ball-club-vs-what-it-do-babyyy/,1,Meat Ball Club,d3_tuesdays:meat-ball-club,d3_tuesdays:meat-ball-club:2024W,66,48,17,10,6,30,76,0.395,4,19,0.211,2,4,0.5,20,14
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2024W,2024,W,meat-ball-club-vs-what-it-do-babyyy,https://tdlbasketball.com/event/meat-ball-club-vs-what-it-do-babyyy/,2,What It Do Babyyy,d3_tuesdays:what-it-do-babyyy,d3_tuesdays:what-it-do-babyyy:2024W,80,32,25,16,5,31,71,0.437,8,24,0.333,10,17,0.588,11,4
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2023F,2023,F,what-it-do-babyyy-vs-meat-ball-club,https://tdlbasketball.com/event/what-it-do-babyyy-vs-meat-ball-club/,1,What It Do Babyyy,d3_tuesdays:what-it-do-babyyy,d3_tuesdays:what-it-do-babyyy:2023F,72,31,21,12,3,26,60,0.433,14,35,0.4,6,7,0.857,15,0
d3_tuesdays,D3 Tuesdays,d3_tuesdays,D3 Tuesdays,2023F,2023,F,what-it-do-babyyy-vs-meat-ball-club,https://tdlbasketball.com/event/what-it-do-babyyy-vs-meat-ball-club/,2,Meat Ball Club,d3_tuesdays:meat-ball-club,d3_tuesdays:meat-ball-club:2023F,48,38,9,11,2,20,62,0.323,6,25,0.24,2,5,0.4,16,0
